GeneID	Annotation	wt	mutant#1	mutant#2	mutant#3
Zt74961	Pkinase-domain-containing | Zt74961	53.38	72.58	68.98	65.06
Zt74966	mRNA splicing yju2 | Zt74966	56.79	47.44	56.85	55.8
Zt74970	ABC transporter | Zt74970	49.33	33.62	50.58	45.2
Zt74973	Opi1-domain-containing | Zt74973	118.82	126.36	122.64	112.42
Zt74992	chromatin remodeling complex SWI SNF component SWI2 | Zt74992	51.43	45.8	52.66	50.37
Zt74994	multidrug resistance-associated 1 | Zt74994	43.67	36.7	41.41	39.78
Zt74996	ABC transporter | Zt74996	39	41.23	53.55	44.59
Zt75012	sugar transporter | Zt75012	33.4	48.63	23.01	27.53
Zt75015	cytochrome P450 | Zt75015	29.45	23.67	35.26	33.2
Zt75026	alpha beta-hydrolase | Zt75026	95.94	87.52	65.72	63.41
Zt75046	hypothetical protein MYCGRDRAFT_75046, partial | Zt75046	17.53	15.14	22.29	22.52
Zt75047	Serine threonine- kinase | Zt75047	14.59	18.1	16.03	18.84
Zt75050	aspartate kinase | Zt75050	103.03	86.84	85.43	80.33
Zt75056	indoleamine 2,3-dioxygenase | Zt75056	28.52	33.77	27.01	36.46
Zt75070	carboxypeptidase cpds | Zt75070	3.79	3.18	6.12	3.81
Zt75077	nitrogen metabolite repression regulator | Zt75077	36.02	25.48	23.33	19.54
Zt75082	Ca2+-modulated nonselective cation channel | Zt75082	20.61	21.67	21.08	16.51
Zt75087	WD domain-containing | Zt75087	59.3	68.29	111.84	85.02
Zt75102	DNA C-5 cytosine- active site | Zt75102	53.01	45.45	38.43	44.37
Zt75105	transcription initiation factor TFIID complex 60 kDa subunit | Zt75105	53.96	49.54	50.78	44.31
Zt75112	AP-1 complex subunit mu-1 | Zt75112	80.56	67.76	81.36	67.69
Zt75116	ribosomal l27 | Zt75116	91.7	85.56	63.22	63.49
Zt75118	aspartyl aminopeptidase | Zt75118	129.98	99.87	299.36	127.16
Zt75124	signal recognition particle | Zt75124	43.5	37.11	47.88	40.36
Zt75137	GTP cyclohydrolase II | Zt75137	68.31	79.72	80.69	83.52
Zt75139	E3 ubiquitin- ligase bre1 | Zt75139	53.15	45.31	60.76	48.47
Zt75146	liver carboxylesterase 1 precursor | Zt75146	12.28	18.85	11.41	13.44
Zt75156	armadillo-like helical | Zt75156	21.16	17.86	16.04	19.3
Zt75159	Reticuline oxidase | Zt75159	104.5	128.47	115.48	53.18
Zt75163	Actin-related 2 3 complex subunit 4 | Zt75163	147.12	149.54	147.98	122.11
Zt75170	heat shock mitochondrial precursor | Zt75170	82.95	71.64	65.14	76.93
Zt75178	hypothetical protein MYCGRDRAFT_75178 | Zt75178	32.54	47.87	23.48	56.32
Zt75187	RNase III domain-containing | Zt75187	45.84	40.88	43.48	34.8
Zt75203	methylenetetrahydrofolate reductase | Zt75203	46.95	37.62	39.54	38.76
Zt75204	cytosolic Fe-S cluster assembly factor CFD1 | Zt75204	64.96	38.87	43.95	43.58
Zt75229	class I glutamine amidotransferase | Zt75229	449.94	800.6	224.31	571.76
Zt75234	cdc48-dependent degradation adaptor | Zt75234	46.81	36.53	68	48.25
Zt75239	TOM13-domain-containing | Zt75239	131.6	134.28	109.72	118.85
Zt75240	inner membrane OXA1 | Zt75240	74.86	63.43	67.53	60.97
Zt75274	uridine-cytidine kinase -like 1 | Zt75274	105.18	78.67	80.01	62.77
Zt75286	FMN-dependent dehydrogenase | Zt75286	163.07	44.91	11.06	139.81
Zt75289	glycosyltransferase family 4 | Zt75289	73.4	58.15	56.3	48.42
Zt75295	molybdopterin binding domain | Zt75295	103.5	59.31	133.64	101.91
Zt75299	ras | Zt75299	99.97	131.05	94.21	148.95
Zt75314	Metallo-dependent phosphatase | Zt75314	18.63	22.97	20.96	23.44
Zt75316	sexual development | Zt75316	4.51	5.12	14.27	6.17
Zt75326	aldehyde dehydrogenase | Zt75326	114.22	98.41	62.86	124.52
Zt75334	phosphoserine phosphatase like | Zt75334	139.58	80.86	113.53	73.64
Zt75341	glutamyl-tRNA(Gln) amidotransferase subunit A | Zt75341	17.48	70.45	9.94	35.06
Zt75353	kinase partial | Zt75353	44.03	71.41	9.78	42.03
Zt75359	nedd8-activating enzyme E1 regulatory subunit | Zt75359	68.9	46.78	64.05	45.06
Zt75360	phosphoinositide 3-kinase regulatory subunit 4 | Zt75360	17.98	15.22	21.2	21.78
Zt75366	glycosyltransferase family 25 | Zt75366	5.1	5.8	5.13	4.34
Zt75370	transferase family | Zt75370	1.86	2.49	3.47	2.26
Zt75376	ubiquinol-cytochrome c reductase iron-sulfur subunit | Zt75376	222.2	242.03	196.03	190.35
Zt75388	ubiquitin- ligase (Asi3) | Zt75388	32.92	29.95	37.68	32.26
Zt75392	quinone oxidoreductase | Zt75392	173.19	149.05	110.61	152.96
Zt75413	Nitrogen assimilation transcription factor nit-4 | Zt75413	46.52	39.67	43.55	51.77
Zt75416	37s ribosomal s5 | Zt75416	90.65	83.64	75.93	75.09
Zt75418	pantoate--beta-alanine ligase | Zt75418	58.74	47.69	70.17	39.13
Zt75420	ATP-dependent RNA helicase dbp7 | Zt75420	21.48	16.9	24.18	18.78
Zt75424	Spc97 Spc98 family | Zt75424	16.84	17.01	28.55	15.4
Zt75437	heat shock DNAj | Zt75437	69.69	55.83	57.76	49.95
Zt75448	WD40 repeat | Zt75448	26.24	24.02	26.87	21.55
Zt75450	general substrate transporter | Zt75450	49.13	40.2	20.03	38.06
Zt75458	rho guanyl nucleotide exchange factor like | Zt75458	27.3	25.41	26.83	19.68
Zt75460	glycoside hydrolase family 72 | Zt75460	20.28	21.37	41.05	22.5
Zt75463	class I glutamine amidotransferase | Zt75463	108.28	116.73	93.51	101.07
Zt75467	biotin synthase | Zt75467	18.31	19.36	15.45	15.71
Zt75475	WD40 repeat | Zt75475	48.18	43.12	60.82	45.01
Zt75494	acyl- dehydrogenase | Zt75494	49.24	48.26	16.91	34.94
Zt75499	mitochondrial 2-oxoglutarate malate carrier | Zt75499	23.79	25.75	5.92	20.03
Zt75505	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43 | Zt75505	57.52	45.64	69.38	39.38
Zt75506	arginine N-methyltransferase PRMT5 | Zt75506	17.34	16.73	13.54	12.55
Zt75509	GMP synthase | Zt75509	53.75	47.18	45.46	48.21
Zt75517	Metallo-hydrolase oxidoreductase | Zt75517	150.95	112.21	42.92	146.3
Zt75518	high affinity nicotinic acid plasma membrane permease | Zt75518	8.82	12.31	8.1	8.44
Zt75537	alpha beta-hydrolase | Zt75537	20.99	30.47	22.41	41.21
Zt75543	ubiquitin-like activating enzyme | Zt75543	50.4	67	51.32	70.21
Zt75552	ATP-dependent protease La | Zt75552	52.05	42.19	55.1	48.24
Zt75563	atp-dependent rna helicase dbp10 | Zt75563	42.53	35.77	46.76	34.55
Zt75568	U1 small nuclear ribonucleo | Zt75568	138	175.82	114.24	118.79
Zt75573	methionine type II | Zt75573	35.01	56.98	76.23	60.36
Zt75576	carnitinyl- dehydratase | Zt75576	124.54	120.71	109.24	96.54
Zt75577	F-box domain cyclin | Zt75577	66.38	57.56	59.33	47.4
Zt75580	FMN-dependent alpha-hydroxy acid dehydrogenase | Zt75580	61.76	50.47	48.62	47.15
Zt75584	glycoside hydrolase family 43 | Zt75584	43.1	24.16	12.64	12.48
Zt75597	exocyst complex component Exo84 | Zt75597	61.49	53.19	57.51	52.56
Zt75599	solute carrier family 35 member E3 | Zt75599	44.07	51.95	34.72	35.23
Zt75604	multisynthetase complex auxiliary component p43 | Zt75604	72.95	65.45	76.82	63.91
Zt75608	F-box and WD domain-containing | Zt75608	53.98	54.34	51.35	51.3
Zt75621	rna exonuclease 4 | Zt75621	35.4	36.65	39.03	35.49
Zt75629	DNA mismatch repair | Zt75629	25.06	21.55	72.93	19.46
Zt75652	snf7 family | Zt75652	52.99	37.16	56.05	54.14
Zt75665	phosphatidylethanolamine N-methyltransferase | Zt75665	106.63	97.65	83.7	80.69
Zt75672	small nucleolar ribonucleo SNU13 | Zt75672	274.58	349.65	235.96	297.23
Zt75690	survival factor 1 | Zt75690	144.02	140.67	302.84	146.65
Zt75696	Sec7-domain-containing | Zt75696	43.24	35.33	45.34	32.56
Zt75699	glycosyltransferase family 62 | Zt75699	43.27	25.64	75.8	35.49
Zt75707	double-strand break repair mus-23 | Zt75707	18.68	11.95	48.8	10.15
Zt75719	3-oxoacyl-(acyl-carrier- ) reductase | Zt75719	84.92	64.65	42.08	64.67
Zt75734	short chain dehydrogenase reductase family | Zt75734	81.82	82.97	80.88	79.8
Zt75738	small nuclear ribonucleo | Zt75738	143.58	156.11	166.1	122.76
Zt75752	mitochondrial division 1 | Zt75752	54.47	51.21	49.58	51.12
Zt75755	chorismate mutase | Zt75755	103.03	107.45	73.23	112.4
Zt75758	threonine synthase | Zt75758	133.65	103.21	64.3	93.2
Zt75763	hypothetical protein MYCGRDRAFT_75763 | Zt75763	47.06	36.86	34.7	32.99
Zt75774	scavenger mRNA decapping enzyme | Zt75774	39.24	37.74	50.2	35.12
Zt75780	hypothetical protein MYCGRDRAFT_75780 | Zt75780	44.63	45.35	32.15	34.01
Zt75784	HAD-superfamily subfamily variant 3 | Zt75784	107.77	100.71	88.89	95.61
Zt75791	FAD NAD(P)-binding domain-containing | Zt75791	24.39	23.74	219.6	27.53
Zt75796	FMN-linked oxidoreductase | Zt75796	49.16	47.84	53.57	43.28
Zt75800	sugar dehydrogenase | Zt75800	34.95	43.49	23.78	43.57
Zt75805	nadph-cytochrome p450 reductase | Zt75805	116.06	91.07	135.64	86.68
Zt75806	mate efflux family | Zt75806	47.76	60.21	53.24	67.66
Zt75819	phosphatase 2A-associated | Zt75819	86.61	73.47	93.29	59.46
Zt75829	UDP-glucose dehydrogenase | Zt75829	63.16	65.98	71.97	100.89
Zt75839	pi31 proteasome regulator like | Zt75839	42.16	37.84	67.19	36.17
Zt75841	Ca2+ Mg2+-permeable cation channel | Zt75841	10.54	9.44	8.69	10.81
Zt75846	tripeptidyl-peptidase 1 precursor | Zt75846	140.02	121.71	104.68	216.65
Zt75847	Phosphomevalonate kinase | Zt75847	91.83	80.22	66.77	56.91
Zt75855	hypothetical protein MYCGRDRAFT_75855, partial | Zt75855	47.26	39.28	28.47	48.71
Zt75856	Pc21g02780 [Penicillium rubens Wisconsin 54-1255] | Zt75856	42.34	36.73	101.1	35.06
Zt75862	calcium calmodulin dependent kinase | Zt75862	29.77	27.02	24.74	19.31
Zt75881	XAP5 domain | Zt75881	40.26	31.82	35.62	31.48
Zt75885	snf7 family | Zt75885	98.14	98.49	199.09	111.82
Zt75892	RNA annealing | Zt75892	116.39	114.56	117.71	146.28
Zt75897	transcription factor Tfb4 | Zt75897	37.58	34.31	46.23	35
Zt75902	serine threonine phosphatase | Zt75902	96.78	101.36	95.97	90.92
Zt75907	MT-A70-domain-containing | Zt75907	37.89	61.17	27.3	41.82
Zt75909	related to 24-dehydrocholesterol reductase precursor | Zt75909	63.49	55.57	53.72	53.26
Zt75916	cell division control | Zt75916	68.01	57.44	68.14	55.06
Zt75921	Siderophore iron transporter mirB | Zt75921	11.48	16.09	7.04	17.32
Zt75924	gnat family | Zt75924	60.91	96.11	63.07	129.5
Zt75925	NPR1 nitrogen permease reactivator from HOG pathway | Zt75925	74.39	65.7	63.11	185.45
Zt75935	dimethylhistidine N-methyltransferase [Verruconis gallopava] | Zt75935	110.05	67.1	38.49	104.67
Zt75941	nonsense-mediated mRNA decay 3 | Zt75941	61.37	45.03	61.5	53.86
Zt75944	ubiquitin | Zt75944	113.02	98.87	106.5	108.35
Zt75949	FAD NAD(P)-binding domain-containing | Zt75949	1647.93	1979.57	400.69	995.26
Zt75953	denn domain-containing | Zt75953	36.86	18.21	32.07	29.34
Zt75961	glycoside hydrolase family 35 | Zt75961	9.7	10.86	7.76	11.6
Zt75982	NAD dependent epimerase dehydratase family | Zt75982	48.69	90.69	58.52	36.42
Zt75985	Rhodanese | Zt75985	63.09	65.47	66.29	51.48
Zt75991	phosphatidylinositol 4- PI signaling pathway | Zt75991	46.8	52.35	57.31	42.5
Zt75993	ubiquitin carboxyl-terminal hydrolase 2 | Zt75993	45.1	51.55	46.1	51.86
Zt76010	rsc complex subunit | Zt76010	61.5	58.71	70.5	53.66
Zt76012	SNF2 family DNA-dependent ATPase domain-containing | Zt76012	29.48	27.34	42.04	21.41
Zt76018	adenylyl cyclase-associated | Zt76018	60.23	55.6	103.44	53.08
Zt76021	metalloprotease 1 | Zt76021	16.31	112.16	9.01	54.61
Zt76036	lectin C-type domain-containing | Zt76036	39.82	52.77	39.51	64.72
Zt76039	tubulin alpha chain | Zt76039	161.88	195.19	429.12	229.72
Zt76044	GTPase-activating gyp7 | Zt76044	73.77	56.49	223.93	80.93
Zt76066	FAD NAD(P)-binding domain-containing | Zt76066	13.59	8.33	9.31	13.26
Zt76068	dicarboxylic amino acid permease | Zt76068	50.74	54.68	42.12	44.75
Zt76071	Phosphate partial | Zt76071	39.7	129.05	16.6	33.65
Zt76076	DEAD DEAH box helicase | Zt76076	23.25	17.97	25.4	18.31
Zt76083	nucleoside diphosphatase Gda1 | Zt76083	62.46	59.93	63.33	71.82
Zt76101	short-chain alcohol dehydrogenase | Zt76101	9.21	11.94	5.3	11.22
Zt76111	actin-like ATPase domain-containing | Zt76111	82.08	78.72	162.47	92.59
Zt76112	mitochondrial cation transporter like | Zt76112	86.85	85.84	64.26	58.49
Zt76119	DUF1264-domain-containing [Aureobasidium namibiae CBS ] | Zt76119	36.86	51.55	87.59	188.12
Zt76122	DNA polymerase gamma | Zt76122	120.9	78.33	98.84	347.51
Zt76127	hypothetical protein MYCGRDRAFT_76127 | Zt76127	10.66	9.03	9.95	18.06
Zt76129	geranylgeranyl pyrophosphate synthase | Zt76129	100.06	119.91	107.84	89.74
Zt76134	glycolipid transfer | Zt76134	302.46	266.4	266.52	217.95
Zt76141	homoserine acetyltransferase family | Zt76141	59.71	63.48	32.47	66.74
Zt76143	cation diffusion facilitator 1 | Zt76143	62.96	67.42	113.24	59.46
Zt76146	GNAT family | Zt76146	43.55	61.71	47.17	78.58
Zt76149	major facilitator superfamily transporter | Zt76149	30.54	43.83	30.24	57.64
Zt76171	phospholipid-translocating P-type ATPase | Zt76171	17.58	19.78	45.03	19.33
Zt76200	sugar transporter family | Zt76200	12.72	5.01	51.9	9.27
Zt76205	glutaminyl-tRNA synthetase | Zt76205	49.66	51.09	52.1	44.64
Zt76215	nitrite reductase | Zt76215	517.35	503	389.04	512.4
Zt76218	GPI inositol-deacylase | Zt76218	74.06	90.05	75.15	97
Zt76222	DUF300-domain-containing | Zt76222	81.78	64.98	251.47	65.1
Zt76240	beta ketoadipyl thiolase | Zt76240	137.79	146.71	121.67	145.39
Zt76249	map kinase kinase | Zt76249	64.88	50.19	123.62	55.18
Zt76256	GCN5-related N-acetyltransferas | Zt76256	83.94	78.28	64.83	52.39
Zt76259	heme-dependent catalase | Zt76259	76.54	48.82	51.96	70.8
Zt76260	prenyl ase Rce1 | Zt76260	15.83	21.44	20.08	17.87
Zt76263	transcriptional elongation | Zt76263	82.14	78.09	80.28	54.89
Zt76271	replication factor C subunit 4 | Zt76271	39.24	39.67	53.81	30.77
Zt76276	NADH-ubiquinone oxidoreductase kDa subunit | Zt76276	185.25	169.21	155.53	145.35
Zt76289	bicyclomycin resistance | Zt76289	20.27	13.69	14.63	28.78
Zt76293	cytochrome c oxidase polypeptide mitochondrial | Zt76293	176.62	184.63	143.7	144.16
Zt76295	PLP-dependent transferase | Zt76295	35.82	37.66	27.42	37.7
Zt76299	histidine kinase G2 | Zt76299	49.11	36.37	67.18	62.85
Zt76302	alpha beta-glucosidase agdC | Zt76302	26.58	22.4	18.22	22.39
Zt76305	kinetochore spc24 | Zt76305	19.32	38	18.27	50.11
Zt76332	hypothetical protein MYCGRDRAFT_76332 | Zt76332	22.47	33.17	27.32	41.76
Zt76346	alkanesulfonate monooxygenase | Zt76346	17.19	14.91	14.01	13.01
Zt76357	guanyl-nucleotide exchange factor (Sec7) like | Zt76357	20.05	19.04	38.05	21.03
Zt76370	nucleotide-binding domain-containing | Zt76370	36.86	28.51	24.48	43.79
Zt76373	rho GTPase activator Rga | Zt76373	29.45	27.73	93.7	45.59
Zt76386	Armadillo-like helical | Zt76386	27.33	28.18	35.63	29.27
Zt76388	plant basic secretory | Zt76388	78.69	76.89	101.86	65.4
Zt76399	eukaryotic translation initiation factor 5A | Zt76399	451.77	424.39	392.35	348.43
Zt76401	vps52 sac2 family | Zt76401	85.56	102.67	58.53	70.91
Zt76417	Aminomethyltransferase folate-binding domain-containing | Zt76417	21.19	17.58	21.11	23.27
Zt76425	dihydroxyacetone kinase | Zt76425	57.91	44.16	37.04	43.66
Zt76430	ubiquitin-conjugating enzyme | Zt76430	45.58	75.86	48.77	53
Zt76437	er membrane complex subunit | Zt76437	104.87	91.35	90.43	79.29
Zt76446	major facilitator superfamily transporter | Zt76446	15.6	16.72	12.28	10.51
Zt76449	cytidine deaminase | Zt76449	50.74	48.29	39.03	31.46
Zt76460	proteasome component pup2 | Zt76460	167.74	143.32	226.97	122.64
Zt76469	DNA directed RNA polymerase III subunit Rpc82 like | Zt76469	67.09	67.12	79.73	60.52
Zt76471	4HBT like | Zt76471	43.51	47.9	29.38	44.06
Zt76477	MED6-domain-containing [Aureobasidium namibiae CBS ] | Zt76477	41.09	46.65	38.37	36.39
Zt76487	Siderophore iron transporter mirB | Zt76487	15.14	16.61	11.55	14.74
Zt76495	Late secretory pathway AVL9 | Zt76495	31.95	28.92	33.68	33.04
Zt76502	MAP kinase | Zt76502	104.31	9.06	94.47	88.1
Zt76503	G- alpha subunit | Zt76503	54.35	50.28	32.36	46.19
Zt76506	carnitine acetyl transferase | Zt76506	125.09	113	28.59	108.07
Zt76524	Cullin-domain-containing [Aureobasidium namibiae CBS ] | Zt76524	66.37	47.44	95.53	58.52
Zt76530	formate dehydrogenase | Zt76530	663.39	563.24	278	753.37
Zt76532	hypothetical protein MYCGRDRAFT_76532 | Zt76532	44.99	44.8	61.69	44.15
Zt76537	hypothetical protein MYCGRDRAFT_76537 | Zt76537	19.78	25.85	29.9	20.63
Zt76541	quinate permease | Zt76541	5.18	10.27	2.64	4.09
Zt76546	glycosyltransferase family 31 | Zt76546	53.77	58.5	37.9	74.31
Zt76553	membrane TMS1 | Zt76553	99.55	100.14	206.41	156.97
Zt76558	major facilitator superfamily transporter like | Zt76558	8.2	13.27	2.27	18.54
Zt76564	siroheme synthase middle domains | Zt76564	51.63	47.75	41.54	47.34
Zt76570	MFS transporter | Zt76570	2.52	2.59	2.4	2.69
Zt76577	ABA 3 | Zt76577	11.99	13.66	12.76	6.81
Zt76579	cytochrome P450 monooxygenase | Zt76579	27.23	21.49	27.26	27.14
Zt76589	glycoside hydrolase family 45 | Zt76589	11.37	16.9	10.82	14.75
Zt76594	hypothetical protein MYCGRDRAFT_76594 | Zt76594	10.26	23.41	13.49	29.79
Zt76604	potassium ion channel yvc1 | Zt76604	42.63	41.51	46.62	47.76
Zt76608	eukaryotic translation initiation factor subunit eIF2A | Zt76608	110.84	102.13	102.04	97.45
Zt76609	RNA methylase family | Zt76609	13.06	11.5	14.59	9.27
Zt76618	H ACA ribonucleo complex subunit 1 | Zt76618	208.72	173.66	118.19	140.86
Zt76625	cysteine ase | Zt76625	32.9	28.47	78.89	30.32
Zt76628	ldb17 [Botrytis cinerea 1] | Zt76628	38.16	30.91	25.87	36.66
Zt76636	CP2 transcription factor family | Zt76636	26.18	31.63	21.92	39.58
Zt76646	Apolipo O | Zt76646	240.61	243	170.56	180.9
Zt76651	blue-light-activated transcription factor | Zt76651	83.56	84.87	63.87	77.31
Zt76652	FMN-dependent alpha-hydroxy acid dehydrogenase | Zt76652	15.66	5.2	8.32	11.17
Zt76657	ras small GTPase | Zt76657	47.06	56.02	44.19	66.08
Zt76665	FAD NAD(P)-binding domain-containing | Zt76665	27.51	77.79	11.25	44.92
Zt76672	vacuolar sorting-associated VPS4 | Zt76672	78.02	70.13	91.44	61.72
Zt76675	serine carboxypeptidase | Zt76675	28.02	33.61	29.21	25.95
Zt76681	cytochrome P450 | Zt76681	54.79	58.01	126.64	55.75
Zt76687	exosome component 3 -5 exonuclease like | Zt76687	28.89	26.45	30.5	25.77
Zt76703	uracil-DNA glycosylase | Zt76703	9.32	12.49	7.74	16.16
Zt76712	PLP-dependent transferase | Zt76712	98.96	89.42	80.32	87.92
Zt76713	Actin actin | Zt76713	69.02	52.65	39.98	43.19
Zt76721	unknown | Zt76721	43.03	46.67	43.25	48.5
Zt76723	MFS general substrate transporter | Zt76723	20.58	24.54	21.75	25.86
Zt76728	3-dehydroquinate synthase | Zt76728	323.71	451.22	181.45	206.75
Zt76739	kelch domain-containing | Zt76739	24.39	18.12	47.92	37.56
Zt76741	ring finger domain | Zt76741	71.62	58.75	60.74	60.73
Zt76743	F-box domain-containing | Zt76743	37.78	45.63	33.27	40.49
Zt76753	aquaporin | Zt76753	5.95	5.48	15.8	5.71
Zt76762	disulfide with oxidoreductase activity | Zt76762	46.21	30.32	23.19	28.69
Zt76764	zinc-binding oxidoreductase | Zt76764	128.53	77.14	284.33	87.95
Zt76772	ARM repeat-containing | Zt76772	13.91	12.76	21.18	12.97
Zt76782	26S protease regulatory subunit 6B | Zt76782	79.95	78.3	117.6	73.39
Zt76789	DNA polymeras epsilon | Zt76789	8.13	7.92	7.64	8.5
Zt76790	proteasome regulatory particle subunit | Zt76790	145.09	131.21	203.6	106.11
Zt76800	Zinc finger | Zt76800	61.35	71.68	62.55	77.79
Zt76805	enoyl- hydratase mitochondrial precursor | Zt76805	89.76	83.93	66.29	64.23
Zt76808	major facilitator superfamily transporter like | Zt76808	45.22	64.81	38.83	60.93
Zt76815	2,3-bisphosphoglycerate-independent phosphoglycerate mutase | Zt76815	152.91	156.3	291.63	118.9
Zt76843	CBS-domain-containing | Zt76843	61.42	64.09	70.48	58.65
Zt76858	receptor-activated Ca2+-permeable cation channel | Zt76858	36.17	31.41	26.45	39.18
Zt76868	alanine racemase domain | Zt76868	52.31	75.56	42.57	66.17
Zt76870	zf-H2C2-domain-containing partial [Aureobasidium namibiae CBS ] | Zt76870	29.19	42.58	30.63	33.06
Zt76890	mRNA 3 -end-processing rna14 | Zt76890	25.04	21.18	30.15	24.22
Zt76893	PLP-dependent transferase | Zt76893	22.78	23.47	26.89	23.95
Zt76905	N-acetylglucosaminyl transferase component Gpi1 | Zt76905	45.72	46.14	29.03	50.78
Zt76921	nucleoporin Pom152 | Zt76921	21.88	18.67	25.73	19.44
Zt76924	ubiquitin carboxyl-terminal hydrolase | Zt76924	30.82	24.41	33.25	24.14
Zt76944	sam domain-containing | Zt76944	48.37	47.6	65.81	46.55
Zt76947	SGT1 family Sgt1 | Zt76947	13.6	13.32	14.26	15.47
Zt76950	snare-dependent exocytosis | Zt76950	44.65	31.9	132.08	37.18
Zt76956	wlm domain containing | Zt76956	16.51	10.93	14.62	13.34
Zt76974	galactose oxidase | Zt76974	45.1	40.74	32.47	36.8
Zt77007	pre-rRNA processing nucleolar Sik1 | Zt77007	179.15	141.8	158.94	156.34
Zt77016	CUE domain | Zt77016	15.77	14.05	23.32	15.05
Zt77021	ubiquitin thioesterase otu1 | Zt77021	31.45	27.7	34.36	30.33
Zt77046	F-box domain-containing | Zt77046	39.09	28.68	36.55	48.87
Zt77055	antigenic cell wall galactomanno | Zt77055	396.59	109.92	11.11	118.04
Zt77057	Zinc finger RING-type | Zt77057	19.05	54.78	72.65	41.16
Zt77064	PDCD2_C domain-containing | Zt77064	38.79	31	23.31	27.39
Zt77069	mitochondrial glyco | Zt77069	130.41	138.59	156.57	145.54
Zt77074	CFEM domain-containing | Zt77074	40.34	21.99	22.01	11.7
Zt77079	mitochondrial carrier | Zt77079	42.5	53.41	45.65	51.88
Zt77082	2-ketogluconate transporter | Zt77082	2.13	3.42	3	4.47
Zt77085	RLI and DUF367 domain-containing | Zt77085	42.41	30.92	71.58	39.31
Zt77089	vhs domain-containing | Zt77089	80.98	68.67	78.21	71.37
Zt77102	Sec14 cytosolic factor | Zt77102	129.65	123.37	154.33	120.8
Zt77111	t-complex 1 subunit zeta | Zt77111	131.78	102.57	156.13	101.9
Zt77113	Oxalate decarboxylase | Zt77113	54.48	66.13	153.43	108.37
Zt77116	Pc22g02760 [Penicillium rubens Wisconsin 54-1255] | Zt77116	84.59	85.77	71.52	69.08
Zt77121	calcofluor white hypersensitive | Zt77121	62.15	61.74	59.92	62.98
Zt77127	glycoside hydrolase family 16 | Zt77127	49.55	117.18	30.27	87.57
Zt77140	f-box domain-containing | Zt77140	30.5	22.74	26.32	14.62
Zt77145	mitochondrial carrier | Zt77145	48.42	43.3	44.69	46.74
Zt77151	-like family [Aspergillus fischeri NRRL 181] | Zt77151	41.23	27.4	21.75	33.22
